risk_zone,zone_center_lat,zone_center_lon,day_type,holiday_flag,time_period,hour,month,season,weather,accident_count,total_death,total_serious_injury,total_minor_injury,total_injury,accident_flag,zone_total_accident,zone_total_death,zone_total_serious_injury,zone_total_minor_injury,zone_avg_lat,zone_avg_lon,zone_historical_priority
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,13,1,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,14,1,ฤดูหนาว,แจ่มใส,4,0,5.0,17.0,24,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,14,4,ฤดูร้อน,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,14,6,ฤดูฝน,ฝนตก,1,0,2.0,0.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,14,8,ฤดูฝน,แจ่มใส,3,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,14,10,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,3,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,14,12,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,15,1,ฤดูหนาว,แจ่มใส,2,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,15,1,ฤดูหนาว,ไม่ระบุ,1,0,0.0,3.0,3,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,15,2,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,5,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,15,10,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,กลางวัน,15,11,ฤดูหนาว,แจ่มใส,1,0,0.0,2.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เช้า,5,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เช้า,5,7,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เช้า,5,12,ฤดูหนาว,แจ่มใส,1,0,0.0,2.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เช้า,6,1,ฤดูหนาว,แจ่มใส,1,1,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เช้า,8,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เช้า,8,12,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,16,8,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,16,9,ฤดูฝน,แจ่มใส,1,1,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,16,11,ฤดูหนาว,แจ่มใส,1,0,1.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,17,1,ฤดูหนาว,แจ่มใส,2,0,1.0,1.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,17,5,ฤดูร้อน,แจ่มใส,1,0,0.0,0.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,17,7,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,17,12,ฤดูหนาว,แจ่มใส,1,0,0.0,2.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,18,4,ฤดูร้อน,แจ่มใส,1,0,0.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,18,12,ฤดูหนาว,แจ่มใส,1,0,0.0,2.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,19,1,ฤดูหนาว,แจ่มใส,1,0,1.0,1.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันทำงาน,0,เย็น,19,12,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,0,11,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,0,12,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,1,6,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,1,10,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,2,1,ฤดูหนาว,แจ่มใส,1,1,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,2,4,ฤดูร้อน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,2,5,ฤดูร้อน,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,2,8,ฤดูฝน,แจ่มใส,2,0,0.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,2,9,ฤดูฝน,ฝนตก,1,0,0.0,0.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,3,1,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,3,5,ฤดูร้อน,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,4,6,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางคืน,21,10,ฤดูฝน,แจ่มใส,1,0,0.0,4.0,4,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางวัน,9,3,ฤดูร้อน,ฝนตก,1,1,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางวัน,9,3,ฤดูร้อน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางวัน,10,3,ฤดูร้อน,แจ่มใส,2,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางวัน,11,12,ฤดูหนาว,แจ่มใส,1,0,2.0,1.0,3,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางวัน,12,8,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,กลางวัน,14,1,ฤดูหนาว,แจ่มใส,1,0,1.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เช้า,5,3,ฤดูร้อน,แจ่มใส,1,0,0.0,0.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เช้า,6,10,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,2,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เย็น,16,11,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เย็น,17,4,ฤดูร้อน,แจ่มใส,1,1,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เย็น,17,11,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เย็น,18,8,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
1,15.1704078728125,104.91281702395833,วันหยุด,1,เย็น,19,6,ฤดูฝน,แจ่มใส,1,2,0.0,0.0,0,1,96,18,14.0,64.0,15.170407872812499,104.91281702395833,292.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,0,3,ฤดูร้อน,แจ่มใส,2,1,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,1,1,ฤดูหนาว,แจ่มใส,2,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,1,8,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,1,10,ฤดูฝน,แจ่มใส,1,0,1.0,0.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,2,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,2,2,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,3,10,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,4,1,ฤดูหนาว,แจ่มใส,2,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,4,9,ฤดูฝน,ฝนตก,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,20,1,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,20,5,ฤดูร้อน,แจ่มใส,1,2,6.0,0.0,6,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,21,1,ฤดูหนาว,แจ่มใส,1,0,1.0,0.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,22,1,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,22,2,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,22,10,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางคืน,23,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,9,1,ฤดูหนาว,แจ่มใส,1,0,1.0,0.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,9,9,ฤดูฝน,ฝนตก,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,10,1,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,10,1,ฤดูหนาว,ไม่ระบุ,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,10,8,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,11,1,ฤดูหนาว,ฝนตก,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,11,1,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,11,8,ฤดูฝน,แจ่มใส,1,1,1.0,1.0,2,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,12,1,ฤดูหนาว,ฝนตก,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,12,3,ฤดูร้อน,แจ่มใส,1,0,0.0,2.0,2,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,13,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,13,2,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,13,6,ฤดูฝน,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,13,10,ฤดูฝน,แจ่มใส,1,1,3.0,0.0,3,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,14,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,14,6,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,14,11,ฤดูหนาว,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,กลางวัน,15,1,ฤดูหนาว,แจ่มใส,2,0,0.0,2.0,2,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เช้า,5,1,ฤดูหนาว,ฝนตก,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เช้า,6,1,ฤดูหนาว,ฝนตก,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เช้า,6,4,ฤดูร้อน,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เช้า,7,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เช้า,8,1,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เช้า,8,2,ฤดูหนาว,แจ่มใส,1,0,0.0,2.0,2,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เย็น,16,1,ฤดูหนาว,แจ่มใส,2,0,0.0,3.0,3,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เย็น,16,4,ฤดูร้อน,แจ่มใส,1,3,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เย็น,16,7,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เย็น,16,10,ฤดูฝน,แจ่มใส,1,0,0.0,0.0,0,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เย็น,17,4,ฤดูร้อน,แจ่มใส,1,1,0.0,0.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
2,16.00787264597015,105.21545391044776,วันทำงาน,0,เย็น,17,12,ฤดูหนาว,แจ่มใส,1,0,0.0,1.0,1,1,67,14,17.0,39.0,16.00787264597015,105.21545391044776,227.0
